3.5207,-0.19305,-0.29543,-7.9457,-1.9204,-4.1864,-1.694,1.8671,-5.3505,-4.0903,-0.00075185,5.2536,-0.37249,-5.8973,-2.9332,-4.9508,1.3849,1.6418,1.8892,-0.027174,-3.1123,5.4881,0.5864,1.1794,-4.3453,-0.39892,-0.46424,-5.0752,0.45209,0.022367,0.84732,3.8132,1.9534,-0.079284,-2.0741,-0.80479,2.7948,-3.9773,1.2147,2.593,5.1879,-0.9791,-2.0965,-2.5325,-2.5064,2.687,-2.6426,-1.5938,0.5009,-0.17983
-0.8136,-0.10791,1.2312,-0.74681,-3.8609,-3.9318,-4.3402,-1.6925,0.20695,-4.1648,2.5563,-0.79341,2.9882,0.044753,-3.9072,-0.80699,-0.51084,-0.17837,-2.6565,3.2613,-4.5204,2.3361,-1.6085,-4.2481,2.4224,1.3699,0.87301,-4.425,2.6213,-4.5571,2.611,-1.389,3.9912,5.4224,-0.45066,1.6466,4.2844,-6.8492,0.5053,8.1926,1.5449,2.5879,0.12145,-1.9039,-0.83305,-0.83782,-0.35708,0.94163,-4.193,-1.4231
4.3372,2.0877,1.0414,-4.0503,-5.7952,-3.0727,0.5042,-1.1754,-0.98754,-4.516,2.207,-0.13727,-0.24442,-3.0485,3.8532,-3.5747,-0.074146,2.5251,0.47998,-0.9013,2.5607,1.9765,-3.5787,2.6473,4.1262,1.9468,4.9622,1.4943,5.1416,0.15925,-0.055431,2.964,0.55668,1.2844,3.6238,3.1262,4.1464,4.1659,-1.9696,0.65136,-3.1927,1.4345,-1.8668,2.1361,-3.2969,-2.3248,-2.3296,-5.5714,-3.8947,0.067505
-0.62461,-2.3527,-0.080018,-2.7923,-1.807,0.20806,-3.4892,-2.829,-0.27965,-0.16846,5.0268,0.63301,-5.1835,5.6635,0.29833,0.045854,-2.0723,-2.9053,6.5457,2.0033,-4.211,4.4367,-1.3259,-0.9824,6.2139,2.4,1.9009,6.8668,-1.6635,-2.1597,-1.6107,5.4653,2.8018,1.9126,1.597,-3.8815,6.0191,-3.0642,-0.44149,1.9703,-0.82167,-0.029743,-2.7068,-2.5152,-4.4962,-1.7244,-5.8925,-0.13396,1.524,-0.061302
-0.93286,2.5791,-2.4914,1.1086,-0.28552,-2.2081,2.1207,0.65319,-1.0433,-6.353,-1.1494,-1.6646,-3.3369,-4.0529,0.45062,-3.6811,-1.1538,-0.8624,3.9409,-3.2052,-4.3222,0.076312,1.7559,3.2088,-4.676,0.38971,-0.018733,-2.316,2.0873,3.2859,-1.6096,0.23448,-4.8708,0.23888,2.4422,1.3222,1.7765,0.95448,-1.4374,0.33906,2.2088,-0.21433,-0.53763,-1.6019,-3.3956,-1.8275,-1.4877,-0.69323,-0.46057,-0.87635
-1.3277,1.051,-2.8055,-4.9252,-0.91415,-1.4921,-0.087357,-4.3908,-0.83268,-4.0019,-3.7861,-1.7853,-0.23415,-3.6055,1.4198,1.4422,6.9504,-0.75084,2.9214,4.6003,-1.1145,2.113,-0.73396,-0.86791,-1.1776,4.404,2.2033,2.964,4.4536,3.346,-2.1211,2.8719,2.1747,2.8341,0.14494,3.3937,-1.7009,-0.62424,3.4767,-0.72332,-7.1963,-0.9013,-2.0114,1.0143,-2.9149,1.2216,-0.93837,-0.85433,-0.54461,0.42971
-4.2763,2.3049,0.028606,1.4583,-2.0213,-4.9376,1.1031,-1.4048,-4.3042,2.542,-2.0918,0.96145,-1.2863,-5.1395,2.2675,3.9846,-0.029009,1.1592,-2.9949,-0.75451,7.266,4.2176,-4.36,2.3952,-1.3413,3.5273,0.35301,2.8473,-0.89213,1.3662,-0.85396,2.7251,3.1908,-1.589,-0.22204,-0.91855,1.229,3.6928,-3.8896,0.76952,0.22457,2.0213,-1.6004,-4.4015,-1.8356,0.7842,-1.2852,-4.6741,2.5372,-2.2962
-3.4286,0.64549,-6.2408,-2.2466,-2.8063,1.531,-3.974,-1.3912,-1.4312,5.3493,-3.563,-6.3464,-1.2866,-6.2738,5.4183,7.4726,3.1358,0.84916,-2.8008,4.8583,-2.6202,-1.7156,2.6158,2.4345,3.8796,7.1559,6.564,-2.8103,3.5266,3.6961,2.2748,-0.45139,1.4477,-1.9354,-3.1886,3.6455,-2.9523,1.8818,1.0851,2.407,2.0715,-3.2242,-0.95378,-2.9329,-0.68222,-2.7186,1.3398,-4.0613,-5.123,-2.1989
-3.4341,-1.3299,-5.3472,-1.9296,-6.5347,-0.0029537,-6.7512,0.85466,1.1493,-2.105,-3.0103,-1.5685,-2.1013,3.2781,3.0631,-3.8419,2.2925,5.3189,-2.2481,-4.883,-4.6899,-5.6752,0.031909,1.331,6.3277,1.127,1.8092,-5.4723,2.327,2.1937,4.2646,3.1956,-2.207,-3.8683,-0.89029,-3.0176,-0.3758,0.39741,2.0627,-1.4264,2.1248,-0.57249,-0.95561,2.0583,0.31228,-5.1674,-0.22094,-0.15231,-0.77433,-0.35488
-2.9802,-1.2444,-4.1039,1.5897,-4.298,-5.7406,-3.7237,0.088055,-4.193,-0.70754,-3.6492,-0.58791,-7.0143,-2.8488,2.9967,6.4323,-3.1255,1.9427,1.2565,2.971,-2.4719,1.7203,-0.55525,-3.4169,-4.385,-3.1325,-1.436,6.9471,-3.5141,0.83815,3.2624,5.2899,5.2517,4.0745,-0.78387,0.14273,-3.4477,-0.85139,0.10604,0.59154,-1.7428,-3.0474,-1.0004,-2.6771,-0.52772,-4.7204,-0.11892,0.18457,0.80365,2.3559
